,index,year,month,day,publishedAt,headline,summary,source,API
275,221,2025,1,3,2025-01-03 14:55:00,TSLA vs. BYDDY: The Fierce Battle for 2025 EV Dominance,"BYD's rapid ascent challenges Tesla's reign as the EV leader, but with Tesla's innovation and loyal following, the 2025 showdown for EV supremacy is heating up.",Yahoo,finnhub_news
276,222,2025,1,3,2025-01-03 14:41:00,Tesla's 2024 Delivery Miss: How Should You Approach TSLA Stock Now?,"TSLA's 2024 delivery miss has certainly sparked short-term bearishness, but the company's long-term growth story remains intact.",Yahoo,finnhub_news
277,223,2025,1,3,2025-01-03 14:17:44,Why Analysts Are Divided on Tesla Stock After Lackluster Q4 Deliveries Data,"Tesla shares have fallen 18% in a five trading session losing streak, capped by a 6% decline Thursday following disappointing fourth-quarter production and delivery numbers that has led some analysts to affirm their views on the electric vehicle maker.",Yahoo,finnhub_news
278,224,2025,1,3,2025-01-03 14:08:54,EV maker Rivian beats expectations for deliveries as supply snag eases,STORY: Shares of electric vehicle maker Rivian surged more than 20% Friday morning after it surpassed analysts' expectations for fourth-quarter deliveries and said its production was no longer...,Finnhub,finnhub_news
279,225,2025,1,3,2025-01-03 14:07:00,The 1 Tech Stock That’s Actually a Bargain,"A new entrant in the Big Tech club of stocks means it’s time for a new name to describe tech’s largest companies.  What was once FANG, and then FAANG, FAMANG, and most recently Magnificent Seven, is now best labeled as BATMMAAN.  The new group consists of  Broadcom Apple Tesla Microsoft Meta Platforms Alphabet Amazon  and  Nvidia  All of them carry market values above $1 trillion.",Yahoo,finnhub_news
280,226,2025,1,3,2025-01-03 14:00:28,"Tesla's big year, what’s next for Musk: Opening Bid","Month after month, Tesla (TSLA) continues to be one of Yahoo Finance’s top most active tickers. And as a big car lover, it’s no surprise that Yahoo Finance Executive Editor Brian Sozzi had to spend an entire Opening Bid episode focusing on our top Tesla conversations from the year. With critical investment insights, competitive landscape analysis, and absolute fangirl hype, this episode is chock-full of diverse Tesla commentary. You’ll hear from L&F Investor Services CEO Alexandra Merz, Gerber Kawasaki Wealth and Investment Management co-founder and president Ross Gerber, and Bank Of America Securities senior automotive analyst John Murphy. For full episodes of Opening Bid, listen on your favorite podcast platform or watch on our website. This post was written by Rachael Lewis-Krisky, producer for Opening Bid.",Yahoo,finnhub_news
281,227,2025,1,3,2025-01-03 13:48:22,5 Things to Know Before the Stock Market Opens,"News of the day for Jan. 3, 2025",Yahoo,finnhub_news
282,228,2025,1,3,2025-01-03 13:40:21,Tesla vs. BYD: The High-Stakes Battle for Global EV Supremacy Heats Up,China's booming EV market tips the scales as Tesla fights to keep its crown against BYD's relentless rise.,Yahoo,finnhub_news
283,229,2025,1,3,2025-01-03 12:01:08,Tesla's 2024 sales drop due to Cybertruck delay and fierce competition,"Copyright © BusinessAMBE 2023Key takeawaysTesla delivered 495,570 vehicles in the fourth quarter, a record but less than forecast by analysts.The company's total annual sales of nearly 1.8...",Finnhub,finnhub_news
284,203,2025,1,3,2025-01-03 11:38:00,"These Stocks Are Moving the Most Today: Tesla, U.S. Steel, Nvidia, Apple, Vistra, and More","Tesla stock rises after shares of the electric-vehicle maker tumbled following weaker-than-expected deliveries, while reports say President Biden plans to block the sale of U.S. Steel to Japan’s Nippon Steel.",Yahoo,finnhub_news
285,230,2025,1,3,2025-01-03 11:24:01,Tesla: Major Q4 Delivery Disappointment,Tesla's Q4 delivery miss and potential threats from Trump's EV policy could impact TSLA's premium valuation in 2025. See why I'm going to keep my sell rating.,SeekingAlpha,finnhub_news
286,231,2025,1,3,2025-01-03 11:00:00,Where to Invest Your Money in 2025,Where to Invest Your Money in 2025,DowJones,finnhub_news
287,232,2025,1,3,2025-01-03 10:56:10,Tesla: on the rebound with broker's comments,"After falling 6% on Thursday on the back of weaker-than-expected deliveries in the fourth quarter of 2024, Tesla regained 2% in early trading on Wall Street, while Canaccord Genuity maintained its...",Finnhub,finnhub_news
288,233,2025,1,3,2025-01-03 09:04:07,Tesla: price target raised at Canaccord,"Canaccord Genuity reaffirms its 'buy' recommendation on Tesla, with a price target raised from $298 to $404, despite the electric carmaker's recent announcement of weaker-than-expected deliveries.This...",Finnhub,finnhub_news
289,234,2025,1,3,2025-01-03 09:00:00,VONG: Time To Take Some Gains,"Vanguard Russell 1000 Growth Index Fund ETF holds 394 large- and mid-cap stocks, heavily concentrated in technology and top holdings. Explore more details here.",SeekingAlpha,finnhub_news
290,235,2025,1,3,2025-01-03 07:08:28,"North American Morning Briefing : Tesla, Chip -2-",09:30/UK: Dec Narrow money and reserve balances 13:30/US: U.S. Weekly Export Sales 15:00/US: Dec ISM Report On Business Manufacturing PMI 15:00/US: Nov Metropolitan Area Employment and...,Finnhub,finnhub_news
291,236,2025,1,3,2025-01-03 07:07:04,Consumers boosted 2024 U.S. new-car sales to five-year high,"U.S. new-car sales in 2024 continued to rise from their pandemic lows, bolstered by replenished inventories and higher incentives, analysts estimated. Sales are expected to top 15.8...",Finnhub,finnhub_news
292,237,2025,1,3,2025-01-03 06:22:12,Tesla's China Sales Continued to Fall in December,"By Jiahui Huang Tesla's China sales fell in December as local automakers continued to squeeze its market share. The U.S. electric-vehicle maker sold 93,766 China-made cars in December, 0.4%...",Finnhub,finnhub_news
293,238,2025,1,3,2025-01-03 04:56:11,"Tesla China sales hit record high, bucking global decline","STORY: Tesla sales hit a record in China in 2024. They rose 8.8% to over 657,000 vehicles during the year, and were up even more in December. Friday's news comes a day...",Finnhub,finnhub_news
294,239,2025,1,3,2025-01-03 03:49:23,"Tesla's China sales rise to record high of 83,000 in December","Tesla's electric vehicle sales in the world's largest auto market increased in December by 12.8% from a month earlier to a record high of 83,000 units, according to Tesla China. The U.S. automaker's EV sales in China also logged their best year in 2024 with a 8.8% rise to 657,000 units.",Yahoo,finnhub_news
295,240,2025,1,3,2025-01-03 03:00:00,How Elon Musk Made the Las Vegas Bombing About His ‘Badass Truck’,The confusing hours after the Tesla vehicle was apparently used as a makeshift bomb would be any brand’s reputational nightmare.,Yahoo,finnhub_news
296,241,2025,1,3,2025-01-03 01:49:00,Tesla enters new year with laundry list of promises to fulfill after shocking market with its first-ever annual sales decline,Elon Musk's carmaker enjoyed an epic bull run since Trump's election—now he needs to prove he can in fact deliver on his 2025 milestone targets.,Yahoo,finnhub_news
297,242,2025,1,3,2025-01-03 00:05:10,Solar Stocks Get Boost From Record Tesla Energy Storage Deployments,Solar stocks rallied Thursday after Tesla said it deployed a record amount of energy storage products during the fourth quarter.,Yahoo,finnhub_news
298,48,2025,1,3,2025-01-03 00:00:00,"Tesla Recalled Over 5 Million Cars Last Year, More Than Any Other Automaker in The U.S.","Tesla had quite an eventful 2024. Its radical (bad) Cybertruck had its first full year on sale, which resulted in a seemingly endless supply of hilarious and innovative new ways to break and fail. Its CEO Elon Musk made political waves, and the company unveil…",Jalopnik,api_news_org
299,97,2025,1,3,2025-01-03 00:00:00,В США назвали возможный мотив подрыва Tesla Cybertruck у отеля Трампа,Мотивом подрыва Tesla Cybertruck у отеля новоизбранного президента США Дональда Трампа могло стать расставание подозреваемого с женой. Об этом пишет New York Post (NYP) со ссылкой на осведомленные о процессе расследования источники,Lenta,api_news_org
300,53,2025,1,3,2025-01-03 00:00:00,Le Cybertruck n’a pas suffi : Tesla fait face à une baisse de ses ventes,"Malgré la sortie du Cybertruck, Tesla a vu ses ventes de véhicules électriques chuter, pour la première fois, en 2024.",Presse-citron,api_news_org
301,25,2025,1,3,2025-01-03 00:00:00,BYD no ha superado a Tesla en 2024 pero su objetivo es mucho más ambicioso: ser el quinto fabricante del mundo,"Hemos cerrado 2024 con una batalla encarnizada en el mercado del coche eléctrico. Como en la subida a un puerto mítico del Tour de Francia, hemos visto a BYD y Tesla darse ""palos"" para soltar al rival y hacerse con el premio al fabricante con más coches eléct…",Xataka.com,api_news_org
302,71,2025,1,3,2025-01-03 00:00:00,La nouvelle Tesla Model Y restylée roule déjà en Europe,"Attendue sous peu, la nouvelle Tesla Model Y restylée a récemment été aperçue sur les routes d’Europe. La voiture électrique américaine devrait démarrer sa production dès ce mois de janvier en Chine, mais sa date d’arrivée chez nous n’a pas été annoncée.",Frandroid,api_news_org
303,65,2025,1,3,2025-01-03 00:00:00,Toter im Tesla-Truck hatte Kopfschusswunde,Im Fall des in Las Vegas explodierten Tesla-Elektroautos werden immer mehr Details bekannt. Die Ermittler entdeckten bei der Leiche im Fahrzeug eine Schussverletzung am Kopf. Der Mann war offenbar US-Soldat.,tagesschau.de,api_news_org
304,5,2025,1,3,2025-01-03 00:00:00,"Tesla could see 40% of its profits evaporate when Trump takes office, JPMorgan warns","Despite the Musk-Trump bromance, Tesla is facing a tough year after disappointing 2024 sales numbers.",Business Insider,api_news_org
305,7,2025,1,2,2025-01-02 00:00:00,Driver of Tesla Cybertruck that exploded was a US Army special-ops soldier: reports,"Matthew Alan Livelsberger of Colorado Springs was the driver of the Cybertruck that exploded outside a Trump hotel in Las Vegas, according to the AP.",Business Insider,api_news_org
306,98,2025,1,2,2025-01-02 00:00:00,China's BYD closes in on Tesla as sales jump,Chinese firm got a boost from subsidies encouraging consumers to replace old cars with greener ones.,BBC News,api_news_org
307,2,2025,1,2,2025-01-02 00:00:00,Tesla Sales Drop for First Time in Over a Decade While China’s BYD Rises,"Shockingly, the Cybertruck is not helping much.",Gizmodo.com,api_news_org
308,4,2025,1,2,2025-01-02 00:00:00,Tesla shows it's not immune to the EV slowdown,"Tesla sold about 1.78 million cars in 2024, it said Thursday. It's Elon Musk's electric automaker's first year-over-year decline ever.",Business Insider,api_news_org
309,13,2025,1,2,2025-01-02 00:00:00,Video shows Army solider's actions before Tesla Cybertruck blows up near Trump’s Las Vegas hotel,,Yahoo Entertainment,api_news_org
310,9,2025,1,2,2025-01-02 00:00:00,Tesla Cybertruck that exploded and the New Orleans attack vehicle were both reportedly rented using the Turo app,The Tesla Cybertruck explosion in Las Vegas and the New Orleans attack both used the same vehicle rental app: Turo.,Business Insider,api_news_org
311,55,2025,1,2,2025-01-02 00:00:00,Elektroauto-Hersteller: Tesla verkauft 2024 weniger Autos,Hier finden Sie Informationen zu dem Thema „Elektroauto-Hersteller“. Lesen Sie jetzt „Tesla verkauft 2024 weniger Autos“.,Die Zeit,api_news_org
312,24,2025,1,2,2025-01-02 00:00:00,El avance más importante de Tesla en los últimos años estaba en un nuevo ordenador. Ahora es todo un problema de seguridad,"No están siendo buenos meses para Tesla en lo que a fiabilidad se refiere. Hace apenas quince días, la compañía de Elon Musk llamaba a revisión a 27.000 Cybertruck. Era la quinta llamada a revisión en apenas un año para un modelo que está reduciendo su precio…",Xataka.com,api_news_org
313,28,2025,1,2,2025-01-02 00:00:00,Volvo EX90 vs Tesla Model Y: Is Tesla’s cheaper EV also better?,"The long-awaited Volvo EX90 is finally here, and it has a lot going for it. But it also has to compete with the Tesla Model Y. Which electric SUV wins?",Digital Trends,api_news_org
314,42,2025,1,2,2025-01-02 00:00:00,Elektroauto: Tesla verpasst Auslieferungsziel,"Tesla muss einen Rückschlag in seiner Wachstumsstrategie hinnehmen. Der Abstand zum Konkurrenten BYD ist minimal geworden. (Tesla, Elektroauto)",Golem.de,api_news_org
315,61,2025,1,2,2025-01-02 00:00:00,Harter Wettbewerb um die Plätze hinter Tesla und BYD,"Der globale Markt für Elektroautos erlebte im vergangenen Jahr eine fundamentale Verschiebung der Kräfteverhältnisse. Während BYD nun mit Tesla um die Weltmarktführerschaft ringt, haben sich Geely und Wuling an Volkswagen vorbeigeschoben.",Faz.net,api_news_org
316,46,2025,1,2,2025-01-02 00:00:00,Elektroauto: Tesla tauscht heimlich Batterien im Cybertruck aus,"Offenbar haben einige Cybertrucks eine fehlerhafte Batterie verbaut. Das berichten einige Besitzer des E-Autos von Tesla. (Tesla Cybertruck, Elektroauto)",Golem.de,api_news_org
317,60,2025,1,2,2025-01-02 00:00:00,Terrorverdacht nach Tesla-Explosion in Las Vegas,Vor einem Trump-Hotel in Las Vegas ist bei der Explosion eines Tesla-Cybertrucks eine Person gestorben. Ermittler prüfen ein mögliches terroristisches Motiv und eine mögliche Verbindung zum Anschlag in New Orleans.,Faz.net,api_news_org
318,66,2025,1,2,2025-01-02 00:00:00,Tesla verkauft erstmals seit Jahren weniger Elektroautos,Eine schwächere Nachfrage nach E-Autos und die alternde Flotte machen Tesla zu schaffen. Das Unternehmen von Elon Musk musste 2024 einen Absatzrückgang hinnehmen und ist nur noch knapp die größte Elektroautomarke der Welt.,tagesschau.de,api_news_org
319,67,2025,1,2,2025-01-02 00:00:00,Toter im Tesla-Truck hatte Kopfschusswunde,Im Fall des in Las Vegas explodierten Tesla-Elektroautos werden immer mehr Details bekannt. Die Ermittler entdeckten bei der Leiche im Fahrzeug eine Schussverletzung am Kopf. Der Mann war offenbar Elite-Soldat.,tagesschau.de,api_news_org
320,96,2025,1,2,2025-01-02 00:00:00,Стало известно о работе подорвавшего Tesla в Лас-Вегасе с ВСУ,"Мэттью Ливельсбергер, которого подозревают в подрыве Tesla Cybertruck в Лас-Вегасе, служил в Германии в подразделении, обучающем военных Вооруженных сил Украины (ВСУ). Об этом сообщил шериф Лас-Вегаса Кевин Макмахилл, передает РИА Новости",Lenta,api_news_org
321,68,2025,1,2,2025-01-02 00:00:00,Tesla: Absatzzahlen mit leichtem Rückgang,Tesla hat seine Zahlen fürs vergangene Jahr sowie die Quartalszahlen für Q4 im Jahr 2024 bekanntgegeben. Insgesamt verzeichnet man hierbei einen leichten Rückgang bei den Absatzzahlen im Vergleich zum Vorjahr 2023. Im vierten Quartal 2024 hat man insgesamt kn…,Caschys Blog,api_news_org
322,94,2025,1,2,2025-01-02 00:00:00,Стало известно о симпатии подорвавшего Tesla в Лас-Вегасе к Украине,Подорвавший Tesla Cybertruck в Лас-Вегасе фотографировался в майке в поддержку Украины. Такие подробности стали известны Telegram-каналу Shot из соцсетей,Lenta,api_news_org
323,77,2025,1,2,2025-01-02 00:00:00,On sait comment un Tesla Cybertruck a explosé devant l’hôtel de Donald Trump,"Le 1er janvier 2025, un Tesla Cybertruck a littéralement explosé devant l'hôtel Trump à Las Vegas. Une explosion impressionnante filmée par les caméras de sécurité. Elon Musk l'affirme : le Cybertruck n'est pas le fautif, et il aurait justement permis de sauv…",Frandroid,api_news_org
324,93,2025,1,2,2025-01-02 00:00:00,Подозреваемый в подрыве Tesla у отеля Трампа служил на Украине,Подозреваемый в подрыве автомобиля Cybertruck компании Tesla в Лас-Вегасе Мэттью Ливельсбергер служил на Украине. Об этом сообщила британская газета The Guardian со ссылкой на Сухопутные войска США,Lenta,api_news_org
325,63,2025,1,1,2025-01-01 00:00:00,Tesla Cybertruck Erupts Into Flames Outside Trump Hotel in Las Vegas,"The Trump International Hotel in Las Vegas is facing a fiery start to 2025 ... a Tesla Cybertruck has been engulfed by flames in front of its business. In a new video making the rounds online, the vehicle -- made by Donald Trump's appointed…",TMZ,api_news_org
326,95,2025,1,1,2025-01-01 00:00:00,Маск заявил о связи взрыва Tesla Cybertruck с терактом в Новом Орлеане,"Американский предприниматель Илон Маск заявил, что взрыв Tesla Cybertruck в Лас-Вегасе может быть терактом. Об этом он написал в социальной сети X",Lenta,api_news_org
327,29,2025,1,1,2025-01-01 00:00:00,Hyundai Ioniq 9 vs. Tesla Model Y: Does electric SUV beat the bestselling EV?,"The Hyundai Ioniq 9 is likely to be a stellar electric SUV -- but how does it compare with the bestselling EV, the Tesla Model Y?",Digital Trends,api_news_org
328,92,2025,1,1,2025-01-01 00:00:00,При возгорании Tesla Cybertruck около отеля Трампа погиб человек,"Один человек погиб, еще семеро пострадали при возгорании автомобиля Tesla Cybertruck у 64-этажного отеля Trump International Hotel в Лас-Вегасе. Об этом сообщает ТАСС со ссылкой на ФБР",Lenta,api_news_org
329,22,2025,1,1,2025-01-01 00:00:00,Gas Canisters Found Stuffed Inside Tesla That Exploded Outside Trump’s Las Vegas Hotel,Las Vegas Metropolitan Police and Clark County Fire Department officials said that a person died inside the futuristic-looking pickup truck.,Time,api_news_org
330,64,2025,1,1,2025-01-01 00:00:00,FBI Investigating Tesla Cybertruck Explosion at Trump Hotel in Las Vegas,"Tesla CEO Elon Musk claimed the Wednesday explosion that killed one person was caused “by very large fireworks and/or a bomb carried in the bed of the rented Cybertruck""",Rolling Stone,api_news_org
331,91,2025,1,1,2025-01-01 00:00:00,Маск отреагировал на возгорание автомобиля Tesla Cybertruck в Лас-Вегасе,"Американский предприниматель Илон Маск в соцсети X отреагировал на возгорание автомобиля Tesla Cybertruck возле Башни Трампа в Лас-Вегасе. Бизнесмен подчеркнул, что вся команда высшего звена принадлежащей ему компании-производителя электромобиля расследует пр…",Lenta,api_news_org
332,90,2025,1,1,2025-01-01 00:00:00,Маск объяснил взрыв Tesla Cybertruck,"Миллиардер Илон Маск объяснил, что взрыв электромобиля Tesla Cybertruck в Лас-Вегасе был вызван большим количеством пиротехники или бомбой, заложенными в авто. Об этом он написал в своем посте в X",Lenta,api_news_org
333,3,2025,1,1,2025-01-01 00:00:00,"1 person dead, 7 injured after Tesla truck explodes outside Trump's Las Vegas hotel","A Tesla Cybertruck caught fire and exploded outside the hotel on Wednesday morning, authorities say. One person died inside the vehicle, while seven who were nearby received minor injuries.",NPR,api_news_org
334,86,2024,12,31,2024-12-31 00:00:00,Le patron de la voiture électrique qui se recharge en 10 minutes tacle Elon Musk sur la technologie des Tesla,"Alors que le PDG de Tesla, Elon Musk, est opposé au capteur LiDAR pour la conduite autonome de ses voitures électriques, le patron de Li Auto lui envoie un petit tacle à ce sujet. En cause : sa voiture électrique qui se recharge en 10 minutes dotée d'une tech…",Frandroid,api_news_org
335,76,2024,12,31,2024-12-31 00:00:00,1 million d’employés : comment BYD compte détrôner Tesla sur la voiture électrique,"Actuellement numéro 2 mondial de la voiture électrique, BYD est le constructeur automobile qui possède le plus d’ingénieurs sur le marché. La firme de Shenzhen emploie actuellement pas moins de 110 100 personnes dédiées au développement de ses autos.",Frandroid,api_news_org
336,16,2024,12,31,2024-12-31 00:00:00,Dow Jones Futures: Stock Market Ends 2024 On Weak Note; Tesla Deliveries Due,Here's what investors should do now.,Investor's Business Daily,api_news_org
337,72,2024,12,30,2024-12-30 00:00:00,Cette voiture électrique chinoise rivale de la Tesla Model 3 cartonne dans son pays natal,"Seulement quatre mois après son lancement, la nouvelle Xpeng Mona M03 a déjà été produite à plus de 50 000 exemplaires. Cette voiture électrique, rivale de la Tesla Model 3, pourrait même faire encore plus fort que la Xiaomi SU7.",Frandroid,api_news_org
338,30,2024,12,30,2024-12-30 00:00:00,"Jim Cramer on Tesla, Inc (TSLA): ‘Shares Of Tesla Are Down About 13% Year To Date’","We recently published an article titled Jim Cramer’s Bold Predictions About These 15 AI Stocks. In this article, we are going to take a look at where Tesla, ...",Yahoo Entertainment,api_news_org
339,52,2024,12,30,2024-12-30 00:00:00,Les investisseurs de Tesla comptent sur la relation entre Elon Musk et Donald Trump,L’enthousiasme est de mise en Bourse pour Tesla.,Presse-citron,api_news_org
340,57,2024,12,30,2024-12-30 00:00:00,Elon Musk: Ist Ihnen Ihr Tesla jetzt peinlich?,Elon Musk mischt sich stärker in die Politik ein – ohne Berührungsängste zu Donald Trump oder der AfD. Wie denken Tesla-Fahrer und Markenfans darüber? Schreiben Sie uns.,Die Zeit,api_news_org
341,32,2024,12,29,2024-12-29 00:00:00,Company unveils game-changing electric truck that could rival Tesla Semi — and it has unbelievable range,,Yahoo Entertainment,api_news_org
342,37,2024,12,29,2024-12-29 00:00:00,ASUS lance une offensive sur les robots humanoïdes pour contrer Optimus de Tesla,"Lors de la fête annuelle de l’entreprise, Jonney Shih, président d’ASUS, a lancé sa société vers une nouvelle direction : les robots humanoïdes.",Journal du geek,api_news_org
